time,weather_code (wmo code),daylight_duration (s),sunshine_duration (s),uv_index_max (),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²),pressure_msl_mean (hPa),cape_mean (J/kg),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_mean (km/h),temperature_2m_mean (°C),precipitation_sum (mm)
03/08/2025,61,55917.56,14586.96,5.35,268,46.8,19,11.56,1016.1,1.7,69,10.3,25.6,18.1,0.9
04/08/2025,80,55704.21,22226.2,5.95,243,57.6,26.7,12.34,1011.5,2.9,66,17.7,39.9,17.6,3.5
05/08/2025,80,55488.65,28836.5,6.05,273,53.6,25.3,13.12,1019.3,14.6,64,16.3,35.3,15.7,0.4
06/08/2025,3,55271.11,36842.51,5.8,249,32.8,14.8,20.65,1021.3,3.3,60,10,22.3,17.3,0
07/08/2025,80,55051.79,29808.54,5.2,228,49.7,22.6,12.84,1011.9,39.6,66,13.7,31,18.3,0.1
08/08/2025,3,54830.9,49800.38,6.1,244,36.7,16.3,22.4,1016.7,8.3,60,11.1,26.3,17.9,0
09/08/2025,3,54608.66,48977.39,6,248,46.1,21.3,19.04,1018.9,3.3,61,13.1,30.9,17.8,0
10/08/2025,3,54385.24,49543.69,6.1,238,25.9,10.1,23.41,1026,3.3,63,6,14.8,19.3,0
11/08/2025,3,54160.84,35504.74,5.9,185,18,9.4,18.44,1022.1,2.5,57,4,9.9,22,0
12/08/2025,95,53935.64,23103.16,5.95,43,19.4,8.8,11.59,1016.1,5.4,58,4.7,12.4,22.1,4.1
13/08/2025,3,53709.83,47247.74,5.65,173,36,14.5,21.79,1012.9,86.2,56,6.6,16.4,24,0
14/08/2025,3,53483.56,39064.21,5.25,253,31.3,12.6,13.38,1016.7,9.2,64,8.8,22,21.4,0
15/08/2025,3,53256.7,48923.39,5.95,329,29.5,12.5,21.5,1025.6,1.7,62,8,19.6,21.4,0
16/08/2025,3,53027.57,34278.54,5,67,23.4,10.2,12.4,1029,2.1,70,7.9,19.3,18.1,0
17/08/2025,3,52796.06,44256.34,5.9,54,25.9,11.2,17.56,1026.1,1.2,74,7.3,17.5,16.8,0
18/08/2025,3,52562.39,12209.31,2.8,52,29.5,11.8,8.77,1023.1,4.6,77,9.2,22.3,16.7,0
19/08/2025,3,52326.77,1687.91,3.7,36,31.3,14.3,7.08,1019.6,6.7,77,11,26,16.1,0
20/08/2025,3,52089.39,41868.86,5.75,20,34.9,14.8,14.9,1019.6,7.9,67,12.7,30.6,15.2,0
21/08/2025,3,51850.45,40937.78,4.4,6,31.7,13.5,17.28,1020.6,5.4,60,8.8,21.2,14.7,0
22/08/2025,61,51610.13,21152.17,4.85,274,32.4,14.3,10.03,1020.7,1.7,64,8.8,20.7,16,0
23/08/2025,3,51368.62,6090.41,3.05,164,11.9,4.9,7.36,1020.6,2.9,67,2.2,6.4,17.7,0
24/08/2025,3,51126.11,33331.8,4.2,196,23.8,9.7,13.49,1019.4,3.8,60,4.6,11.6,19.2,0
25/08/2025,3,50882.75,46140.09,5.5,186,34.2,15.2,20.83,1013.8,2.5,51,11.3,24.9,21.5,0
26/08/2025,61,50638.72,36039.91,5.35,223,37.4,15.9,16.92,1005.1,15.4,52,11.7,27,19.7,0
27/08/2025,96,50394.17,35333.66,4.7,200,46.1,18.1,12.57,1002.2,40.4,65,10.5,26,17.3,9.3
28/08/2025,80,50149.28,26040.09,4.8,200,40,17.7,11.7,999.2,33.8,72,11.6,27.5,16.1,0.9
29/08/2025,80,49904.19,27199.48,4.6,233,28.8,12.8,10.57,995.6,11.7,69,8.8,20.5,16.4,1
30/08/2025,80,49659.05,24122.72,5.2,198,47.2,22.4,11.44,998.7,3.8,73,15.1,32.9,17.2,0.1
31/08/2025,3,49414.02,44362.64,5,195,50.8,23.4,15.09,999.5,25.4,68,17.9,39.5,16.6,0
01/09/2025,80,49169.24,29232.32,4.8,197,42.5,19.4,10.3,999.2,35.8,74,14.8,33.8,15.9,2.6
02/09/2025,3,48924.85,30488.35,5,186,33.1,14.9,12.88,1000.9,12.1,73,10.1,23.8,15.6,0
03/09/2025,96,48680.99,18239.16,4.95,212,48.6,20.5,8.08,993.6,27.9,80,10.7,26.3,16.4,10.6
04/09/2025,96,48437.49,11670.81,3.7,253,31,14.1,6.26,1004.4,10.4,80,8.2,20,14.2,18
05/09/2025,3,48192.7,42139.46,4.85,255,31,13.5,13.62,1017.7,6.7,68,8.9,21.7,16.2,0
06/09/2025,3,47946.45,20992.3,4.15,151,39.6,16,12.51,1017,0.8,65,8.8,21.2,17.6,0
07/09/2025,80,47698.92,13144.89,3,180,40.7,18.2,8.91,1007.4,17.5,72,9.1,21.5,18.1,0.7
08/09/2025,80,47450.26,40609.9,4.8,215,53.3,29.1,15.91,1013.7,17.1,67,11.2,25.9,15.2,2.5
09/09/2025,80,47200.62,36323.97,4.6,178,38.2,15,15.48,1013.6,8.8,65,9.5,21.5,15.4,1
10/09/2025,80,46950.17,11705.36,4.05,175,44.3,21.8,6.81,1000.5,19.2,74,12.5,29.1,15.2,4.6
11/09/2025,3,46699.03,34595.3,4.5,224,45.7,18.9,13.13,998.6,66.7,69,15.5,37.1,13.7,0
12/09/2025,80,46447.36,42394.36,4.55,221,43.6,17.6,15.11,1005.4,57.9,69,14.9,34.5,13.5,0.2
13/09/2025,95,46195.3,36460.62,3.8,219,45.7,19.2,12.52,1005.3,23.3,70,13.8,31.4,13.4,3.2
14/09/2025,80,45942.98,8960.34,2.75,184,52.6,24.2,7.02,1004.5,0.8,80,12.5,28.8,12.7,1.4
15/09/2025,80,45690.55,30119.72,3.2,239,73.1,31.4,9.07,996.8,6.7,71,23.3,55.1,14.8,0.7
16/09/2025,80,45438.15,32626.99,4.3,260,48.2,21.3,9.78,1013,6.7,70,15.8,36.9,14.2,1.3
17/09/2025,80,45185.91,16024.24,0.9,210,45.7,22.3,5.58,1011.8,3.3,79,13.9,30.1,15.7,15.5
18/09/2025,80,44933.96,27750.3,1.75,218,54.7,24,8.62,1014.4,0.4,76,16,35.7,17.9,0.3
19/09/2025,3,44682.45,26289.99,4.25,199,34.9,16.4,10.67,1014.6,1.2,77,12.6,27.1,18.3,0
20/09/2025,80,44431.49,0,1.25,310,56.5,27.2,1.5,1006.3,0.8,85,11.5,24.5,14.1,19.7
21/09/2025,63,44181.23,38171.44,4,335,56.9,22.5,13.82,1018.9,14.2,61,12.3,29.1,11.1,4.4
22/09/2025,3,43931.8,39888.84,4,326,26.6,11.8,15.34,1028.5,2.5,60,7.5,17.2,11.1,0
23/09/2025,2,43683.35,39023.29,3.95,9,20.2,9.2,14.44,1030.1,1.7,64,5.7,12.3,11.9,0
24/09/2025,61,43435.68,30203.88,3.45,27,28.1,11.1,9.76,1030.1,10,74,6.3,14.9,12,0.1
25/09/2025,2,43187.09,37756.18,3.8,33,33.8,14,13.28,1028.3,4.6,72,7.5,17.7,12.3,0
26/09/2025,61,42937.41,11402.7,2.6,47,23.4,9.4,6.31,1023.5,1.2,78,4.8,12.3,11.9,0.1
27/09/2025,80,42686.8,17391.41,2.95,171,38.2,15.6,7.51,1018.5,5.8,76,8.6,20.1,12.4,1.5
28/09/2025,81,42435.41,31005.19,3.6,267,26.3,10.6,9.56,1020.4,3.8,72,7,18.1,13.5,7.9
29/09/2025,3,42183.37,21511.26,3.25,255,16.9,6.6,10.12,1025.2,0.8,69,2.8,7.6,11.9,0
30/09/2025,3,41930.84,32409.88,3.6,203,21.2,9.1,10.17,1025.5,1.7,73,4.5,11.1,13.2,0
01/10/2025,61,41677.98,2844.7,2.7,200,27,12.8,4.56,1025.1,2.1,78,9.1,19.8,14.4,7.3
02/10/2025,80,41424.91,19755.8,3.5,184,49.7,23.4,7.67,1018.8,0,78,12,25.5,14.3,1.5
03/10/2025,81,41171.8,0,1.4,203,76.3,32.3,2.25,1000.8,7.9,82,22.8,50.3,16.1,10.3
04/10/2025,80,40918.8,10622.47,2.45,259,76,31.8,5.86,994.5,10,68,24.5,58.7,12,4.7
05/10/2025,3,40666.05,31094.79,3,284,56.9,23.1,9.4,1012.9,2.1,67,17.1,41,12.7,0
06/10/2025,80,40413.71,35755.11,3.35,249,27.4,12,9.86,1021.3,0,72,8.8,21.5,15.7,0.7
07/10/2025,3,40161.94,26969.83,2.9,230,32.8,12.4,8.3,1021.5,0,74,8.7,21.3,14.8,0
08/10/2025,3,39910.88,33837.57,3.2,273,25.9,10.2,7.66,1023.4,2.1,70,7.3,18.9,13.2,0
09/10/2025,3,39660.71,27911.51,2.45,283,31.3,13.2,7.79,1026.6,0,76,7.9,20.1,13.7,0
10/10/2025,3,39411.59,27158.94,3.1,283,28.4,11,6.88,1032.9,0.4,77,6,15.3,13.2,0
11/10/2025,3,39163.67,31704.26,3,274,10.4,4,9.6,1034.1,0,79,2,6.2,12.1,0
12/10/2025,45,38917.13,30831.41,3,94,13.3,4.9,9.46,1032.9,0,84,2,6,10.8,0
13/10/2025,3,38672.14,12825.4,2.5,94,14.8,5.8,5.03,1031.3,0.8,85,2.6,7.4,13.2,0
14/10/2025,3,38428.54,745.53,2.85,8,22.3,9.4,4.06,1031.6,0.4,79,5.8,14.7,12.1,0
15/10/2025,3,38184.41,14185.42,2.1,357,17.6,7.3,5.36,1031.7,0,74,4.9,12.8,9.9,0
16/10/2025,3,37939.56,25443.32,2.7,256,14.8,6.2,6.85,1028.8,0.4,74,2.7,7.3,10.5,0
17/10/2025,3,37694.2,7262.46,2.45,119,15.8,7,4.42,1026.6,4.6,74,3.3,8.4,11.3,0
18/10/2025,3,37448.48,0,1.2,135,23,10,3.48,1022.6,5,78,6.5,14.8,11.1,0
19/10/2025,63,37202.61,3250.8,1.5,147,37.8,17.2,2.43,1002.5,0,86,10.7,23.6,11.7,18.5
20/10/2025,80,36956.75,5736.59,1.5,155,28.4,12.9,3.5,988,26.2,86,7.2,17.5,12.8,1.7
21/10/2025,81,36711.11,13417.77,1.65,247,37.8,17.3,4,989.1,3.3,78,12.1,28.7,12.7,3.8
22/10/2025,61,36465.89,31070.7,2.35,236,23.4,9.6,7.5,994,7.9,75,6.7,16.4,10.9,0.8
23/10/2025,61,36221.27,18918.79,1.4,318,47.2,21,5.2,988.8,2.1,76,16.5,37.5,9.3,10.6
24/10/2025,80,35977.47,14391.98,2.3,257,43.2,20.5,4.33,995,2.9,75,13.5,30.9,9.1,3.7
25/10/2025,80,35734.68,30882.73,2.25,305,46.4,21.9,7.91,1002.2,2.9,61,16.4,37.1,8.5,1.3
26/10/2025,80,35493.14,10214.01,1.75,271,45.7,20.8,3.51,1004.8,0.8,70,15.7,35.2,7.9,0
27/10/2025,80,35253.06,30450.94,1.95,275,65.2,27.8,6.91,1002.9,4.6,70,17.4,39.4,10.5,0.7
28/10/2025,80,35014.67,30303.32,2.15,256,66.2,29.5,6.88,1001.5,2.5,70,18.6,42.4,11.5,0
29/10/2025,61,34778.19,22510.66,1.75,219,32.8,15.5,5.63,998,7.5,75,11.3,25.2,9.7,2.9
30/10/2025,3,34543.88,18965.8,1.75,186,37.4,17.3,5.23,1003.1,0,79,10.7,23.5,9.4,0
31/10/2025,80,34311.98,1492.17,1.2,176,51.1,20.7,3.37,997,12.5,84,15.9,36.5,13.2,0.7
01/11/2025,61,34082.74,25755.19,1.95,211,57.2,24.5,5.17,996.9,13.3,72,16.7,37.7,11.4,1.4
02/11/2025,80,33856.43,28387.73,1.9,219,33.8,15.3,6.77,1005,0,76,12.2,27.7,8.6,1.2
03/11/2025,80,33632.92,64.44,0.5,203,55.8,26.1,1.84,1005.6,0,81,19.9,43.1,12.9,3.5
04/11/2025,80,33410.1,0,0.7,192,54.7,26.6,1.86,1006,0,81,18.2,40,14.1,9.6
05/11/2025,61,33187.82,4983.99,1.5,177,37.8,17.7,3.27,1004.3,0,84,12.2,27.8,15,1.1
06/11/2025,3,32966.29,2929.49,1.4,180,22.3,9.4,3.12,1004.9,0,88,4.6,11.3,13.4,0
07/11/2025,80,32745.73,257.38,1.5,163,27.7,11.8,1.65,1004.7,2.9,90,7.6,17.8,12.8,1.4
08/11/2025,61,32526.4,27660.46,1.7,231,29.9,13.1,4.83,1010.9,0,81,7,17.1,12,0
09/11/2025,80,32308.54,1270.32,1.5,176,32.4,13.6,2.09,1012,0,88,9.4,21.5,10.1,1.4
10/11/2025,61,32092.41,6637.17,1.2,193,36.4,17.2,2.33,1002.6,5.8,85,9.9,22.8,11.6,6.4
11/11/2025,80,31878.25,714.55,0.4,185,52.9,24.2,1.76,1000.9,2.1,85,16.5,36.4,11.4,7.3
12/11/2025,80,31666.35,124.87,0.55,196,42.8,20.2,1.48,999.7,7.1,87,13.2,31.2,14,8
13/11/2025,80,31456.96,25272.46,1.35,226,43.9,19.4,4.42,1004.3,6.2,80,11.7,28.7,12.8,0.1
14/11/2025,63,31250.38,0,0.1,43,50.4,22.4,0.46,1007.6,0.4,88,17.6,39.3,8.4,42.7
15/11/2025,61,31046.9,0,0.2,35,39.2,19.5,0.58,1011.8,0.4,88,13.6,28.9,8.6,6.6
16/11/2025,61,30846.81,19905.8,1.45,358,29.2,14,4.23,1015.5,0,72,10.4,22.9,7.1,0
17/11/2025,3,30650.43,25660.18,1.45,328,34.9,16.3,5.07,1023.4,0,69,11.3,25.3,4.9,0
18/11/2025,80,30458.07,2468.45,1.1,244,39.6,16.6,1.93,1014.1,1.7,79,9.2,21.1,4.9,1.5
19/11/2025,85,30270.05,7120.83,1.15,333,52.6,22.8,2.55,1011.4,0.4,76,17.8,38.8,2.4,4.9
20/11/2025,3,30086.7,17579.77,1.35,315,40,18.7,3.83,1015.7,0,64,15.6,34.4,2.2,0
21/11/2025,85,29908.36,23993.07,1.3,233,34.6,16.8,4.42,1025,0,78,7,15.3,2.9,0.3
22/11/2025,80,29735.38,0,0.35,204,53.6,25.3,1.58,1013.7,0,86,12.7,28.7,5.1,1.5
23/11/2025,80,29567.75,5019.81,1.05,227,45.4,20.1,2.08,996,1.2,83,13.9,31.5,6.2,1
24/11/2025,80,29403.61,5307.55,0.45,339,43.2,20.2,1.77,994.9,1.7,83,12,26.8,5.5,0.8
25/11/2025,3,29242.83,22194.45,1.2,324,33.8,16,3.63,1015.2,0,75,12.3,26.6,5.2,0
26/11/2025,3,29085.65,13537.46,1.2,201,37.8,17.8,2.85,1018.6,0,80,10,20.9,4.1,0
27/11/2025,61,28932.29,3600,0.9,216,60.1,25.7,1.72,1008,0,84,18.1,40,12,0.2
28/11/2025,80,28782.98,19234.77,1.1,224,62.6,30.8,3.13,1005.1,3.3,74,22,47.4,9,2.9
29/11/2025,80,28637.95,0,0.2,304,43.2,19.5,0.75,1000.5,0,84,8.5,21.1,5.9,14.7
30/11/2025,3,28497.46,22603.57,1.1,262,47.9,22.6,3.82,1008.9,0,73,16.2,34.8,4.9,0
01/12/2025,80,28361.75,0,0.2,193,64.8,30.7,1.05,994.7,7.5,84,24,51.5,10.5,19.9
02/12/2025,3,28231.07,22190.08,1.05,204,45.4,22.7,3.26,999.1,0,81,13.4,28.9,7.6,0
03/12/2025,3,28105.66,18760.21,1.05,195,32.4,16,2.93,1005.1,0,86,11.3,24,5.9,0
04/12/2025,80,27985.79,0,0.2,171,29.5,13.1,0.76,997.5,0.4,86,10.6,23.6,6.6,8.1
05/12/2025,63,27871.7,9804.69,0.95,172,51.5,25.5,2.24,998.5,0,82,15.8,33.5,5.7,10.3
06/12/2025,80,27763.65,0,0.95,209,39.2,19.8,1.41,990.4,3.3,82,16,33.5,10.1,1.5
07/12/2025,61,27661.9,0,0.25,228,76.7,34.6,0.49,997,0,85,15.6,34.6,9.2,2.2
08/12/2025,80,27566.71,21657.73,0.95,217,57.2,25.8,3.37,1002.9,0,82,19.2,42.4,10.4,1.6
09/12/2025,95,27478.32,0,0.15,192,69.8,31.7,0.72,997.7,2.1,81,21.5,46.6,12.6,13.6
10/12/2025,3,27397,21614.49,0.95,223,60.1,28.1,3.18,1009.2,0,74,21.8,45.6,10.1,0
11/12/2025,3,27322.99,17004.84,0.9,196,47.5,23.4,2.45,1014.1,0,82,17.2,36.3,8.9,0
12/12/2025,80,27256.54,0.28,0.35,189,31.7,16.2,0.46,1015.4,0,85,9.2,20.4,8.5,2.6
13/12/2025,3,27197.74,17971.07,0.9,202,48.6,23.2,2.76,1022.5,0,83,14,29.1,7.3,0
14/12/2025,61,27145.86,2431.31,0.45,203,60.5,28.9,1.59,1011.5,0,78,24.4,52.7,9.3,1.4
15/12/2025,80,27100.78,0,0.1,197,60.1,26.6,0.57,1002.2,1.7,84,14.5,33.1,10.7,11.2
16/12/2025,80,27062.53,11270.71,0.75,313,19.8,11,1.9,1009.9,0,78,6.1,12.9,7.3,4
17/12/2025,80,27031.13,0,0.1,194,65.9,30.5,0.83,1008.8,0,83,20.3,39.5,6.8,6.8
18/12/2025,80,27006.61,0,0.25,210,60.1,30.6,0.57,1000.7,0.4,85,14.5,31,9.8,8.6
19/12/2025,1,26988.98,21266.89,0.7,221,65.2,30.3,3.01,1009.6,0,76,20.1,43.6,7.6,0
20/12/2025,3,26978.25,6464.2,0.85,159,28.4,11.6,1.69,1011.5,0,90,9.6,22.1,5.7,0
21/12/2025,61,26974.42,0,0.4,67,30.6,13.6,0.63,1009.2,0,95,7.6,18,7.4,4.5
22/12/2025,61,26977.47,0,0.75,58,24.1,12.2,0.84,1010.1,0,93,7.7,17.7,7.9,3.7
23/12/2025,51,26987.42,0,0.35,49,32,15.7,0.61,1021.8,0.8,85,10.8,25.2,6.7,0
24/12/2025,3,27004.24,11875.79,0.9,49,33.1,15.3,1.86,1036.2,0,72,12.2,28.2,5.2,0
25/12/2025,3,27027.91,19.74,0.55,42,40,17.9,1.17,1034.8,0,73,14.3,32.1,4.1,0
26/12/2025,2,27058.41,19715.7,0.9,8,27,11.6,2.79,1034.1,0,87,9.4,20.4,3.1,0
27/12/2025,3,27095.69,5499.47,0.75,13,29.9,13.3,1.32,1038.6,0,86,9.9,22.9,4.5,0
28/12/2025,3,27139.73,7707.08,0.8,28,26.6,12,1.76,1035.3,0,77,7.9,18.5,4.9,0
29/12/2025,61,27190.49,8032.2,0.75,8,24.8,11.6,1.75,1031.5,0,77,8,18.2,4.8,0
30/12/2025,3,27247.91,12699.57,0.6,351,21.2,9.1,2.23,1035.4,2.5,79,7.4,17.1,4.3,0
